Tanggal,Rainfall,Water Level,Water Discharge,Tides,Temperature,Humidity
1/1/2018,0,1.08,7.22,1.4,28,86
2/1/2018,0,0.97,5.6,1.5,28.2,88
3/1/2018,0,0.92,4.9,1.5,27.9,87
4/1/2018,0,0.93,4.83,1.5,28.3,87
5/1/2018,3,1.03,5.6,1.5,28.5,85
6/1/2018,0,0.89,4.1,1.4,28.2,86
7/1/2018,15,0.94,4.46,1.4,27.3,89
8/1/2018,31,1.57,12.58,1.3,27.5,87
9/1/2018,2,1.19,6.76,1.3,28.1,86
10/1/2018,17.5,1,4.42,1.3,27,89
11/1/2018,162,1.37,10.45,1.2,25.9,92
12/1/2018,91,4.39,108.67,1.2,25.3,91
13-01-2018,54,3.01,51.7,1.3,25.5,89
14-01-2018,0,2.47,30.7,1.3,25.5,90
15-01-2018,20,1.94,17.49,1.4,25.5,92
16-01-2018,100,2.43,28.95,1.5,24.7,93
17-01-2018,24,4.08,91.11,1.5,25,95
18-01-2018,30,3.52,68.42,1.5,26.1,90
19-01-2018,35,2.49,29.63,1.4,26.6,90
20-01-2018,50,2.32,23.86,1.4,26.8,87
21-01-2018,52,3.26,52.54,1.3,27.5,85
22-01-2018,6,3.6,65.83,1.3,28,87
23-01-2018,0,2.47,27.36,1.3,28.1,84
24-01-2018,0,1.74,11.42,1.2,28.5,83
25-01-2018,12,1.46,7.16,1.3,29,79
26-01-2018,23,1.45,7.18,1.3,28,84
27-01-2018,0,1.29,5.35,1.3,28.1,85
28-01-2018,0,1.38,6.49,1.4,28.3,83
29-01-2018,3,1.19,4.5,1.4,30,75
30-01-2018,25,1.12,3.91,1.4,29,81
31-01-2018,2,1.19,4.64,1.4,29.4,76
1/2/2018,17.5,1.29,5.92,1.4,27.1,87
2/2/2018,18,1.46,8.07,1.4,27.5,85
3/2/2018,20,1.74,12.43,1.4,26.3,86
4/2/2018,14,1.61,10.45,1.3,26.5,84
5/2/2018,37,1.54,9.66,1.3,28.3,83
6/2/2018,32,2.04,19.41,1.3,25.8,91
7/2/2018,193,3.94,87.41,1.2,25.6,92
8/2/2018,31,5.48,164.62,1.2,25,93
9/2/2018,32,3.87,86.97,1.2,,
10/2/2018,34,3.22,55.63,1.3,25.3,92
11/2/2018,52,3.85,83.8,1.3,25.4,92
12/2/2018,7,3.13,56.31,1.3,26.3,87
13-02-2018,77,2.46,31.25,1.4,25.7,91
14-02-2018,70,4.15,98.32,1.4,25.9,92
15-02-2018,98,4.91,135.68,1.4,24.6,95
16-02-2018,22,4.78,129.65,4,25.6,92
17-02-2018,0,3.41,70.07,1.3,27.4,85
18-02-2018,0,2.17,25.41,1.3,28,84
19-02-2018,0,1.73,15.25,1.3,27,85
20-02-2018,4,1.39,9.43,1.2,,
21-02-2018,8,1.29,7.98,1.2,28.4,81
22-02-2018,25,1.25,7.65,1.2,27.9,76
23-02-2018,5,1.74,16.09,1.2,27.7,80
24-02-2018,6,1.25,8,1.3,27.9,83
25-02-2018,0,1.33,9.23,1.3,27.2,85
26-02-2018,0,2.16,26.13,1.3,27.1,85
27-02-2018,0,1.23,8.22,1.3,27.7,86
28-02-2018,0,1.11,6.47,1.3,28.1,82
1/3/2018,4,1.05,5.94,1.3,26.1,89
2/3/2018,8,1.07,6.15,1.3,27.8,82
3/3/2018,0,1.04,5.96,1.2,28.6,80
4/3/2018,0,0.98,5.44,1.2,28.7,80
5/3/2018,2,0.92,4.83,1.2,27.9,86
6/3/2018,15,1.04,6.21,1.2,27.9,83
7/3/2018,37,1.05,6.54,1.2,29.1,74
8/3/2018,26,1.89,21.46,1.3,26.6,88
9/3/2018,30,1.94,22.88,1.3,25.3,91
10/3/2018,2,1.7,17.94,1.2,27.6,83
11/3/2018,20,1.44,12.81,1.2,27.2,85
12/3/2018,0,1.29,10.49,1.2,27.4,84
13-03-2018,97,1.32,11.36,1.3,28.6,80
14-03-2018,2,3.09,61.11,1.3,25.6,89
15-03-2018,46,2.11,30.38,1.3,27.8,86
16-03-2018,3,2.39,37.69,1.2,26.7,91
17-03-2018,34,1.78,21.36,1.2,25.2,93
18-03-2018,9,1.76,20.49,1.1,25.3,92
19-03-2018,0,1.51,15.55,1.1,27.6,83
20-03-2018,0,1.27,11.31,1.2,33.2,57
21-03-2018,1,1.17,9.79,1.3,28.3,84
22-03-2018,121,1.81,25.2,1.3,26.1,89
23-03-2018,0,3.82,99.16,1.3,27.8,81
24-03-2018,0,1.85,25.1,1.3,27.6,83
25-03-2018,0,1.53,16.94,1.3,27.6,86
26-03-2018,0,1.54,17.16,1.2,26.5,85
27-03-2018,16,1.37,14.21,1.2,28.1,85
28-03-2018,18.5,1.28,12.63,1.2,27.4,86
29-03-2018,4,1.46,15.97,1.1,27.7,87
30-03-2018,9.5,1.61,19.38,1.1,27.2,86
31-03-2018,18,1.64,20.36,1.1,26.9,87
1/4/2018,11,1.32,14.1,1,27.7,86
2/4/2018,0,1.15,11.22,1.2,28.1,84
3/4/2018,0,1.32,14.43,1.4,27.5,84
4/4/2018,28,1.28,14.05,1.4,28.4,82
5/4/2018,0,1.15,11.57,1.4,28.3,82
6/4/2018,0,1.32,14.7,1.4,28.7,81
7/4/2018,79,1.9,28.61,1.4,28.2,81
8/4/2018,5,1.32,15.38,1.3,28.2,76
9/4/2018,0,1.12,11.67,1.2,28.8,75
10/4/2018,0,0.99,9.73,1.2,28.6,78
11/4/2018,0,0.89,8.47,1.1,29,83
12/4/2018,0,0.85,8,1.1,29.3,78
13-04-2018,0,0.82,7.61,1.1,29.3,78
14-04-2018,0,0.77,7.21,1,29.1,79
15-04-2018,0,0.77,7.27,1.1,29.1,81
16-04-2018,0,0.77,7.42,1.2,28.6,84
17-04-2018,11,0.81,8.01,1.3,28.3,88
18-04-2018,6.5,0.99,10.91,1.4,27.8,86
19-04-2018,7,1.63,23.75,1.4,27.8,86
20-04-2018,0,1.36,17.64,1.4,27.4,84
21-04-2018,82,1.75,26.48,1.4,27.2,87
22-04-2018,5.5,1.5,20.52,1.4,27.6,87
23-04-2018,2,1.39,17.94,1.3,28.7,75
24-04-2018,0,1.21,14.47,1.3,29.5,76
25-04-2018,17,1.19,13.7,1.2,28.6,77
26-04-2018,0,1.08,11.74,1.1,28.6,77
27-04-2018,0,1.05,11.24,1,28.7,79
28-04-2018,0,0.97,9.95,1,28.5,79
29-04-2018,12,0.92,9.07,1.1,28.4,72
30-04-2018,0,0.83,7.86,1.2,28.1,80
1/5/2018,0,0.77,6.98,1.3,28.8,72
2/5/2018,0,0.73,6.4,1.4,28.5,77
3/5/2018,0,0.78,7,1.5,28.8,76
4/5/2018,0,0.72,6.22,1.5,28.6,72
5/5/2018,0,0.67,5.66,1.5,28.4,75
6/5/2018,0,0.67,5.52,1.5,29.5,78
7/5/2018,0,0.62,4.99,1.4,29.5,76
8/5/2018,0,0.62,4.92,1.3,28.7,78
9/5/2018,12,0.62,4.87,1.3,29,77
10/5/2018,0,0.6,4.65,1.1,29.4,81
11/5/2018,7,0.57,4.28,1.1,28.5,80
12/5/2018,0,0.57,4.22,1.1,29.3,81
13-05-2018,0,0.57,4.19,1.1,29.3,83
14-05-2018,0,0.58,4.27,1.2,27,90
15-05-2018,24,0.69,5.35,1.3,28.5,83
16-05-2018,14,0.62,4.66,1.4,29,83
17-05-2018,0,0.62,4.54,1.5,28.4,82
18-05-2018,0,0.57,4.06,1.5,28.7,82
19-05-2018,0,0.57,4,1.5,28.9,83
20-05-2018,0,0.57,3.96,1.5,29.1,77
21-05-2018,0,0.57,3.93,1.5,28.3,80
22-05-2018,0,0.57,3.87,1.4,29,81
23-05-2018,0,0.52,3.42,1.3,29.3,80
24-05-2018,0,0.52,3.35,1.2,28,88
25-05-2018,0,0.52,3.32,1.2,27.9,84
26-05-2018,0,0.52,3.29,1.1,27.5,89
27-05-2018,0,0.52,3.25,1.1,28.5,85
28-05-2018,7,0.49,3.02,1.2,29.6,79
29-05-2018,0,0.47,2.85,1.3,28.9,80
30-05-2018,0,0.47,2.82,1.4,28.5,80
31-05-2018,0,0.49,2.91,1.5,29.1,79
1/6/2018,0,0.47,2.77,1.6,28.1,82
2/6/2018,0,0.47,2.64,1.6,28.8,80
3/6/2018,0,0.42,2.33,1.5,28.1,88
4/6/2018,0,0.42,2.29,1.5,27.9,85
5/6/2018,8.5,0.42,2.28,1.4,28.3,81
6/6/2018,0,0.47,2.53,1.4,28,86
7/6/2018,0,0.47,2.53,1.2,28.6,77
8/6/2018,0,0.47,2.5,1.2,28.6,74
9/6/2018,0,0.47,2.48,1.2,28,74
10/6/2018,0,0.47,2.45,1.2,28,81
11/6/2018,52,0.47,2.43,1.2,28.2,81
12/6/2018,0,0.47,2.4,1.3,28.4,84
13-06-2018,22,0.47,2.38,1.4,28.3,85
14-06-2018,0,0.47,2.33,1.5,28.3,82
15-06-2018,0,0.42,1.99,1.5,28.4,77
16-06-2018,0,0.42,1.94,1.5,27.6,79
17-06-2018,0,0.42,1.95,1.5,27.8,73
18-06-2018,0,0.47,2.23,1.5,28,80
19-06-2018,0,0.47,2.23,1.4,27.7,86
20-06-2018,0,0.5,2.41,1.4,25.1,92
21-06-2018,0,0.83,5.22,1.3,27.6,83
22-06-2018,16,0.77,4.67,1.3,27.1,86
23-06-2018,0,0.72,4.11,1.2,27.9,82
24-06-2018,0,0.67,3.66,1.2,27.7,82
25-06-2018,25,0.86,5.43,1.2,27,86
26-06-2018,9,0.87,5.53,1.3,27.1,86
27-06-2018,12,0.82,5,1.4,26.2,91
28-06-2018,9,0.82,4.9,1.5,26.6,87
29-06-2018,2,0.77,4.38,1.5,27.3,88
30-06-2018,0,0.72,3.86,1.5,27,85
1/7/2018,0,0.67,3.34,1.5,27.8,77
2/7/2018,0,0.64,3.17,1.5,27.4,84
3/7/2018,10,0.94,5.98,1.4,25.2,93
4/7/2018,16,1.12,8.32,1.4,27.3,82
5/7/2018,23,1.05,7.3,1.3,26.5,83
6/7/2018,0,0.97,6.23,1.3,27.2,81
7/7/2018,0,0.9,5.44,1.2,27.1,82
8/7/2018,0,0.8,4.39,1.3,27.5,77
9/7/2018,0,0.77,3.97,1.3,27.4,76
10/7/2018,0,0.72,3.54,1.3,27,74
11/7/2018,0,0.72,3.44,1.4,26.2,76
12/7/2018,0,0.72,3.39,1.4,27.4,79
13-07-2018,0,0.67,3.05,1.5,28,78
14-07-2018,0,0.67,2.99,1.5,27.9,77
15-07-2018,0,0.67,2.94,1.5,27.6,80
16-07-2018,0,0.59,2.32,1.5,27.4,80
17-07-2018,0,0.52,1.83,1.4,27.3,79
18-07-2018,0,0.47,1.56,1.4,27.9,80
19-07-2018,0,0.47,1.52,1.3,28,81
20-07-2018,0,0.47,1.5,1.3,28,83
21-07-2018,0,0.47,1.46,1.3,26.4,86
22-07-2018,7,0.44,1.28,1.2,27.9,80
23-07-2018,26,0.44,1.25,1.2,28.1,77
24-07-2018,0,0.42,1.16,1.3,28.4,78
25-07-2018,0,0.42,1.14,1.3,27.8,73
26-07-2018,0,0.42,1.11,1.4,28.2,76
27-07-2018,0,0.37,0.88,1.4,28.7,74
28-07-2018,0,0.37,0.85,1.5,28.8,68
29-07-2018,0,0.37,0.84,1.5,28.2,75
30-07-2018,0,0.37,0.83,1.4,27.9,74
31-07-2018,0,0.37,0.81,1.4,27.1,76
1/8/2018,0,0.37,0.8,1.3,27.5,70
2/8/2018,0,0.37,0.8,1.3,27.1,70
3/8/2018,0,0.42,0.97,1.2,27.8,73
4/8/2018,0,0.42,0.97,1.2,27.7,72
5/8/2018,0,0.42,0.92,1.2,28,71
6/8/2018,0,0.42,0.91,1.3,27.8,73
7/8/2018,0,0.44,1,1.3,28.3,70
8/8/2018,0,0.44,0.99,1.3,28,75
9/8/2018,0,0.44,0.97,1.4,28.7,73
10/8/2018,2,0.44,0.93,1.4,29,70
11/8/2018,0,0.44,0.9,1.4,28.8,67
12/8/2018,0,0.44,0.89,1.4,28.1,71
13-08-2018,0,0.44,0.88,1.4,28.8,75
14-08-2018,0,0.44,0.87,1.3,28.2,68
15-08-2018,0,0.47,0.99,1.3,27.4,67
16-08-2018,0,0.47,0.98,1.3,29.6,52
17-08-2018,0,0.47,0.97,1.2,27.7,68
18-08-2018,0,0.47,0.91,1.2,28.1,71
19-08-2018,0,0.47,0.9,1.2,28,72
20-08-2018,0,0.47,0.89,1.2,28.2,73
21-08-2018,0,0.47,0.87,1.2,28,72
22-08-2018,0,0.47,0.86,1.3,28.9,71
23-08-2018,0,0.47,0.85,1.3,28.1,68
24-08-2018,0,0.47,0.83,1.3,27.8,73
25-08-2018,2.5,0.47,0.82,1.4,27.3,74
26-08-2018,0,0.47,0.81,1.4,27.8,71
27-08-2018,0,0.47,0.79,1.3,28,68
28-08-2018,0,0.47,0.77,1.3,28.1,68
29-08-2018,0,0.42,0.59,1.2,29.6,72
30-08-2018,0,0.42,0.63,1.2,27.6,81
31-08-2018,0,0.41,0.63,1.1,27.7,78
1/9/2018,0,0.41,0.66,1.1,28.1,73
2/9/2018,6,0.4,0.67,1.2,29.2,73
3/9/2018,0,0.4,0.7,1.2,28.2,74
4/9/2018,0,0.41,0.77,1.3,28.3,80
5/9/2018,0,0.41,0.8,1.3,28.2,76
6/9/2018,0,0.41,0.84,1.3,29,73
7/9/2018,0,0.42,0.91,1.3,28,70
8/9/2018,0,0.42,0.99,1.3,28,70
9/9/2018,0,0.42,1.03,1.2,27.8,72
10/9/2018,0,0.42,1.08,1.2,28.1,72
11/9/2018,0,0.42,1.13,1.2,27.7,74
12/9/2018,0,0.44,1.23,1.2,27.8,74
13-09-2018,0,0.44,1.29,1.2,27.5,77
14-09-2018,0,0.44,1.34,1.3,28,74
15-09-2018,0,0.44,1.39,1.3,27.4,73
16-09-2018,0,0.44,1.48,1.3,28.1,71
17-09-2018,0,0.44,1.54,1.3,28.7,75
18-09-2018,0,0.44,1.59,1.2,28.5,79
19-09-2018,0,0.44,1.64,1.2,29.5,75
20-09-2018,0,0.45,1.74,1.2,27.6,76
21-09-2018,0,0.47,1.91,1.2,27.7,68
22-09-2018,0,0.47,1.99,1.2,28.1,76
23-09-2018,0,0.47,2.09,1.2,28.8,71
24-09-2018,0,0.47,2.15,1.2,28.3,73
25-09-2018,0,0.47,2.22,1.1,28.4,76
26-09-2018,0,0.34,1.56,1.1,29.4,71
27-09-2018,0,0.27,1.17,1.2,29.1,70
28-09-2018,0,0.27,1.22,1.3,27.7,74
29-09-2018,0,0.27,1.26,1.4,28.5,76
30-09-2018,0,0.27,1.31,1.4,28.5,79
1/10/2018,0,0.27,1.35,1.4,28.5,73
2/10/2018,0,0.27,1.42,1.3,28.9,70
3/10/2018,0,0.27,1.49,1.2,29.5,64
4/10/2018,0,0.26,1.5,1.2,29.4,71
5/10/2018,0,0.24,1.45,1.2,30.4,74
6/10/2018,0,0.21,1.31,1.2,30,69
7/10/2018,0,0.19,1.27,1.1,28.6,76
8/10/2018,0,0.17,1.23,1.1,28,79
9/10/2018,0,0.16,1.22,1,28.8,66
10/10/2018,0,0.14,1.19,1.2,29.2,74
11/10/2018,0,0.14,1.22,1.3,28.9,73
12/10/2018,0,0.11,1.15,1.4,29.3,68
13-10-2018,0,0.11,1.18,1.4,29.2,74
14-10-2018,0,0.1,1.19,1.4,29.1,72
15-10-2018,0,0.1,1.23,1.4,28.1,74
16-10-2018,0,0.1,1.27,1.4,29.1,73
17-10-2018,0,0.09,1.28,1.3,29.3,74
18-10-2018,0,0.09,1.32,1.2,27.8,74
19-10-2018,0,0.1,1.41,1.1,28.9,74
20-10-2018,0,0.19,2.06,1.1,28.7,74
21-10-2018,0,0.2,2.18,1.1,28.5,75
22-10-2018,15,0.2,2.24,1,30,71
23-10-2018,0,0.21,2.41,1.1,28.9,75
24-10-2018,0,0.39,3.85,1.2,29.5,74
25-10-2018,0,0.35,3.7,1.3,29.9,71
26-10-2018,0,0.35,3.73,1.4,29.7,68
27-10-2018,0,0.3,3.39,1.5,29.6,70
28-10-2018,0,0.3,3.43,1.5,29.5,69
29-10-2018,0,0.3,3.59,1.5,29.6,71
30-10-2018,0,0.3,3.68,1.4,29.5,76
31-10-2018,0,0.3,3.76,1.4,30.1,73
1/11/2018,0,0.3,3.86,1.4,29.3,77
2/11/2018,28,0.32,4.15,1.3,30,74
3/11/2018,0,0.4,4.96,1.2,29.5,74
4/11/2018,0,0.4,5.11,1.2,29.1,78
5/11/2018,0,0.41,5.29,1.2,28.6,82
6/11/2018,0,0.5,6.48,1.2,29,77
7/11/2018,31,0.7,9.39,1.1,29.5,73
8/11/2018,135,1.11,16.74,1.1,27.8,86
9/11/2018,56,1.1,16.74,1,27.9,83
10/11/2018,0,1.09,16.72,1.2,28.9,77
11/11/2018,0,0.99,14.62,1.3,29.6,78
12/11/2018,0,0.85,11.8,1.4,29.1,82
13-11-2018,47,0.69,9.11,1.5,29.1,77
14-11-2018,0,0.64,8.17,1.5,30.2,74
15-11-2018,0,0.55,6.81,1.4,30,76
16-11-2018,0,0.5,5.98,1.4,29.3,77
17-11-2018,0,0.51,5.93,1.3,28.4,82
18-11-2018,71,1.14,15.28,1.2,28.8,84
19-11-2018,12,1.13,14.98,1.1,28.7,83
20-11-2018,0,1.06,13.51,1.1,30.3,80
21-11-2018,0,1,12.13,1.1,26.9,89
22-11-2018,0,1,11.81,1,28.3,82
23-11-2018,28,0.95,10.83,1.1,27.5,83
24-11-2018,0,0.94,10.49,1.2,27.8,84
25-11-2018,11.5,1.32,16.98,1.3,27.3,87
26-11-2018,0,1.58,22.56,1.4,28.4,83
27-11-2018,0,1.18,14.24,1.5,29.3,78
28-11-2018,0,0.89,8.9,1.5,29.6,80
29-11-2018,16.5,0.82,7.68,1.4,27.9,86
30-11-2018,31,1.26,14.85,1.4,28,83
1/12/2018,38,2.8,58.39,1.3,27.5,87
2/12/2018,53,2.93,64.04,1.2,27.7,85
3/12/2018,0,3.11,71.24,1.2,28.8,82
4/12/2018,21,3.78,103.52,1.2,28.8,79
5/12/2018,26,2.86,60.43,1.1,28.6,84
6/12/2018,51,2.92,61.38,1.2,28.6,81
7/12/2018,7,2.5,45.27,1.3,29.8,81
8/12/2018,0,2.12,32.44,1.5,29.5,84
9/12/2018,3,2.81,55.1,1.5,28.8,86
10/12/2018,0,3.79,99.23,1.6,28.9,84
11/12/2018,162,4.23,119.19,1.5,29.5,82
12/12/2018,49,3.53,86.15,1.5,27.9,84
13-12-2018,2,2.79,53.27,1.4,26.9,88
14-12-2018,28,1.67,19.58,1.3,28.6,79
15-12-2018,21,1.56,16.25,1.3,28,86
16-12-2018,57,2.27,34.29,1.2,26,91
17-12-2018,75,2.67,46.27,1.2,,
18-12-2018,30,2.24,32.23,1.2,27.9,79
19-12-2018,22,1.86,21.76,1.3,,
20-12-2018,8,1.52,14.37,1.3,27.8,82
21-12-2018,2,1.61,17.66,1.4,,
22-12-2018,47,4.23,110.69,1.5,24.8,94
23-12-2018,28,3.22,65.27,1.5,26.2,86
24-12-2018,49,2.59,40.53,1.5,,
25-12-2018,2,2.03,23.97,1.5,,
26-12-2018,0,1.55,13.35,1.5,26.5,86
27-12-2018,18,1.37,10.14,1.4,,
28-12-2018,130,3.56,78.25,1.4,24.3,93
29-12-2018,27,3.33,66.58,1.3,25.4,88
30-12-2018,0,2.69,40.88,1.3,26.8,88
31-12-2018,0,2.04,22.41,1.2,27.6,85
1/1/2019,27,1.78,16.2,1.2,25.9,89
2/1/2019,38,1.92,19.2,1.2,24.7,93
3/1/2019,28,3.14,55.2,1.3,27.4,82
4/1/2019,0,3.05,52,1.4,27.4,83
5/1/2019,5,2.15,24.7,1.5,26.8,86
6/1/2019,0,1.94,19.7,1.5,27.9,78
7/1/2019,0,1.56,12,1.5,29,78
8/1/2019,0,1.43,9.77,1.5,28.4,80
9/1/2019,26,1.77,16,1.5,28.1,79
10/1/2019,2,1.56,12,1.4,28.9,80
11/1/2019,0,1.37,8.85,1.4,28.6,74
12/1/2019,42,1.38,9,1.3,29,74
13-01-2019,2,2.08,22.9,1.3,28.7,83
14-01-2019,98,1.97,20.3,1.2,27.9,86
15-01-2019,56,4.39,110 E,1.2,27.1,86
16-01-2019,83,4.26,103 E,1.3,26.5,90
17-01-2019,34,5.32,161 E,1.3,25.6,90
18-01-2019,0,3.96,88.9 E,1.4,27,85
19-01-2019,0,2.4,31.3,1.4,28.3,83
20-01-2019,10,2.27,27.8,1.4,,
21-01-2019,237,1.81,16.8,1.5,27.3,88
22-01-2019,110,5.77,189 E,1.5,26.8,89
23-01-2019,46,5.64,181 E,1.4,27.7,84
24-01-2019,5,4.27,104 E,1.4,28.4,85
25-01-2019,33,2.85,45.1,1.4,,
26-01-2019,12,2.82,44.1,1.3,28.5,83
27-01-2019,22,2.18,25.4,1.3,,
28-01-2019,17,2.47,33.3,1.3,27.4,81
29-01-2019,63,3.17,56.3,1.2,25.7,86
30-01-2019,0,2.7,40.2 *,1.2,27.4,84
31-01-2019,36,2,21,1.3,28,83
1/2/2019,4,1.87,18.1,1.3,27.9,84
2/2/2019,4,1.6,12.7,1.4,26.7,89
3/2/2019,1,1.44,9.93,1.4,27.8,81
4/2/2019,17,1.33,8.29,1.5,27.4,86
5/2/2019,82,1.36,8.71,1.5,28.4,84
6/2/2019,0,4.06,93.6 E,1.4,27.8,84
7/2/2019,0,2.15,24.7,1.4,27.3,82
8/2/2019,40,1.7,14.6,1.3,27.9,83
9/2/2019,7,1.57,12.2,1.3,25.3,94
10/2/2019,0,1.39,9.14,1.2,26.7,86
11/2/2019,25,1.75,15.6,1.2,27.4,85
12/2/2019,29,1.8,16.6,1.2,27.9,82
13-02-2019,0,2.83,44.4,1.3,27.2,83
14-02-2019,0,1.77,16,1.3,28.4,80
15-02-2019,3,1.43,9.77,1.3,28.6,77
16-02-2019,4.5,1.55,11.8,1.3,27.5,84
17-02-2019,0,1.62,13.1,1.4,28.3,79
18-02-2019,0,1.28,7.61,1.4,28.5,77
19-02-2019,0,1.13,5.77,1.4,28.5,76
20-02-2019,3.5,1.02,4.59,1.3,28.6,72
21-02-2019,0,1,4.39,1.3,28.8,76
22-02-2019,0,0.97,4.1,1.3,27.9,76
23-02-2019,28,0.9,3.47,1.2,27.7,78
24-02-2019,13,1.13,5.77,1.2,28.1,81
25-02-2019,0,1.08,5.21,1.2,,
26-02-2019,0,1.07,5.1,1.2,,
27-02-2019,43,1.01,4.49,1.2,28.4,79
28-02-2019,0,1.23,6.97,1.2,28.6,79
1/3/2019,14.5,1.17,6.23,1.3,28.8,78
2/3/2019,9,1.34,8.43,1.3,27.6,83
3/3/2019,5.5,2.14,24.4,1.3,27.3,83
4/3/2019,7.5,1.52,11.3,1.3,27.9,81
5/3/2019,11,1.29,7.75,1.3,27.7,83
6/3/2019,34,1.21,6.72,1.3,27.6,81
7/3/2019,0,1.92,19.2,1.2,24.6,94
8/3/2019,53,2.82,44.1,1.2,27,86
9/3/2019,29,1.82,17,1.1,28.5,80
10/3/2019,0,1.52,11.3,1.2,27.8,83
11/3/2019,16,1.54,11.6,1.2,28.2,81
12/3/2019,36,1.79,16.4,1.3,,
13-03-2019,14,1.67,14,1.3,26.8,87
14-03-2019,14.5,1.63,13.3,1.3,,
15-03-2019,0,1.48,10.6,1.3,25.5,90
16-03-2019,35.5,1.5,10.9,1.3,,
17-03-2019,10,2.13,24.2,1.3,28.5,82
18-03-2019,0,1.78,16.2,1.3,,
19-03-2019,0,1.45,10.1,1.3,28.4,83
20-03-2019,0,1.22,6.84,1.2,,
21-03-2019,0,1.13,5.77,1.1,29,76
22-03-2019,0,1.03,4.69,1.1,28.9,80
23-03-2019,0,0.97,4.1,1.1,29,82
24-03-2019,0,0.9,3.47,1.2,29.5,77
25-03-2019,0,0.9,3.47,1.3,28.7,79
26-03-2019,0,0.85,3.05,1.4,28.8,78
27-03-2019,8,0.85,3.05,1.4,28.7,80
28-03-2019,0,0.81,2.74,1.4,,
29-03-2019,24,0.8,2.66,1.3,27.4,82
30-03-2019,0,1.08,5.21,1.2,28.2,82
31-03-2019,5,0.88,3.3,1.2,27.4,88
1/4/2019,0,0.8,2.66,1.2,27,86
2/4/2019,8.5,0.8,2.66,1.2,27.1,85
3/4/2019,0,0.79,2.59,1.1,27.9,86
4/4/2019,4.5,0.75,2.3,1.1,27.1,87
5/4/2019,17,0.81,2.74,1,28.5,78
6/4/2019,7,0.75,2.3,1.2,27,88
7/4/2019,0,0.75,2.3,1.3,28,86
8/4/2019,0,0.71,2.03,1.3,29,78
9/4/2019,0,0.7,1.97,1.4,29.4,77
10/4/2019,0,0.66,1.72,1.4,29.7,77
11/4/2019,0,0.65,1.67,1.4,29.1,74
12/4/2019,44,0.65,1.67,1.3,28.6,80
13-04-2019,34,1.13,5.77,1.3,28.5,82
14-04-2019,1.5,2.23,26.7,1.3,28,84
15-04-2019,0,1.52,11.3,1.2,28.4,80
16-04-2019,0,1.18,6.35,1.1,29.2,80
17-04-2019,0,0.98,4.19,1,28.7,77
18-04-2019,0,1.48,10.6,1,29.9,74
19-04-2019,0,1.05,4.89,1,29.1,72
20-04-2019,19,0.93,3.73,1.2,29.5,76
21-04-2019,12,1.08,5.21,1.3,28.4,79
22-04-2019,0,1.23,6.97,1.5,28.8,78
23-04-2019,0,1.02,4.59,1.5,28.2,84
24-04-2019,0,0.9,3.47,1.5,29.3,81
25-04-2019,0,0.85,3.05,1.5,28.6,81
26-04-2019,0,0.79,2.59,1.4,28.9,81
27-04-2019,6,0.75,2.3,1.4,29.2,79
28-04-2019,72,0.8,2.66,1.3,28.4,85
29-04-2019,20,3.47,67.9,1.2,27.6,79
30-04-2019,0,2.17,25.2,1.1,28.2,78
1/5/2019,0,1.58,12.3,1,28.9,75
2/5/2019,18,1.48,10.6,1,26.8,85
3/5/2019,0,1.28,7.61,1.1,28.3,80
4/5/2019,21.5,1.1,5.43,1.2,28.5,80
5/5/2019,0,1.22,6.84,1.3,28.7,78
6/5/2019,38,1.17,6.23,1.4,29.5,74
7/5/2019,0,1.28,7.61,1.5,29.2,74
8/5/2019,0,1.08,5.21,1.5,29,79
9/5/2019,0,1,4.39,1.5,28.7,76
10/5/2019,0,0.9,3.47,1.5,29.6,73
11/5/2019,0,0.8,2.66,1.4,29,75
12/5/2019,0,0.79,2.59,1.4,29.2,79
13-05-2019,0,0.75,2.3,1.3,29.5,77
14-05-2019,0,0.8,2.66,1.2,29.2,78
15-05-2019,0,0.74,2.23,1.1,29.3,76
16-05-2019,0,0.7,1.97,1.1,29,77
17-05-2019,0,0.66,1.72,1.1,28.7,70
18-05-2019,0,0.63,1.55,1.2,28.8,73
19-05-2019,0,0.6,1.39,1.3,28.9,72
20-05-2019,0,0.6,1.39,1.5,29.5,75
21-05-2019,0,0.57,1.24,1.5,29.7,76
22-05-2019,0,0.55,1.14,1.6,27.9,85
23-05-2019,10,0.64,1.61,1.6,28,82
24-05-2019,0,0.61,1.44,1.3,,
25-05-2019,0,0.55,1.14,1.5,28.9,76
26-05-2019,0,0.53,1.05,1.4,28.6,77
27-05-2019,10,0.56,1.19,1.3,29.5,76
28-05-2019,14,0.55,1.14,1.2,28.3,79
29-05-2019,0,0.66,1.72,1.1,28.6,80
30-05-2019,0,0.6,1.39,1.1,28.8,76
31-05-2019,0,0.56,1.19,1.2,28.8,72
1/6/2019,0,0.53,1.05,1.2,28.5,80
2/6/2019,0,0.52,1,1.4,28.5,81
3/6/2019,0,0.52,1,1.4,28.3,80
4/6/2019,0,0.5,0.92,1.5,28.1,80
5/6/2019,0,0.52,1,1.5,28.3,83
6/6/2019,0,0.49,0.88,1.5,28.3,80
7/6/2019,0,0.44,0.69,1.5,28.3,79
8/6/2019,42,0.52,1,1.5,26.2,92
9/6/2019,0,0.93,3.73,1.4,27.3,88
